"pair","method_code","b_parallel","se_parallel","pval_parallel","b_serial","se_serial","pval_serial","abs_beta_delta","abs_se_delta","abs_pval_delta"
6,"weighted_median",0.192101609433767,0.155497066610062,0.216680396921819,0.192101609433767,0.155497066610062,0.216680396921819,0,0,0
6,"simple_mode",0.210349756129961,0.701431981351764,0.765032212359359,0.210349756129961,0.701431981351764,0.765032212359359,0,0,0
6,"weighted_mode",0.210349756129961,0.640294943374521,0.743366250314553,0.210349756129961,0.640294943374521,0.743366250314553,0,0,0
7,"ivw",-0.14531145436534,0.142714336235125,0.308583860947636,-0.14531145436534,0.142714336235125,0.308583860947636,0,0,0
7,"egger",-0.504002407090554,0.206089357108621,0.0166584468099261,-0.504002407090554,0.206089357108621,0.0166584468099261,0,0,0
7,"weighted_median",-0.189133345509298,0.142080631044917,0.183133376870565,-0.189133345509298,0.142080631044917,0.183133376870565,0,0,0
7,"simple_mode",0.200870721918821,0.523058072623263,0.701961452932774,0.200870721918821,0.523058072623263,0.701961452932774,0,0,0
7,"weighted_mode",-0.173281764339653,0.516464007157552,0.738103588965924,-0.173281764339653,0.516464007157552,0.738103588965924,0,0,0
8,"ivw",-0.225831828589107,0.150620917023004,0.133785686491253,-0.225831828589107,0.150620917023004,0.133785686491253,0,0,0
8,"egger",-0.47668253994634,0.210934970886357,0.0265493935345069,-0.47668253994634,0.210934970886357,0.0265493935345069,0,0,0
8,"weighted_median",-0.0199548979304139,0.11442049206971,0.861551360789562,-0.0199548979304139,0.11442049206971,0.861551360789562,0,0,0
8,"simple_mode",-0.311344561979742,0.531597787886988,0.559720958149017,-0.311344561979742,0.531597787886988,0.559720958149017,0,0,0
8,"weighted_mode",-0.165940029675022,0.475525910230707,0.728024032694357,-0.165940029675022,0.475525910230707,0.728024032694357,0,0,0
9,"ivw",0.1788304949942,0.202138118369722,0.376321387021772,0.1788304949942,0.202138118369722,0.376321387021772,0,0,0
9,"egger",0.476939269364924,0.294597985249465,0.109394068985024,0.476939269364924,0.294597985249465,0.109394068985024,0,0,0
9,"weighted_median",0.310424375156836,0.13486862260745,0.0213532400070728,0.310424375156836,0.13486862260745,0.0213532400070728,0,0,0
9,"simple_mode",0.25931160936484,0.806011394082361,0.748492075524995,0.25931160936484,0.806011394082361,0.748492075524995,0,0,0
9,"weighted_mode",0.25931160936484,0.790667282596444,0.74378397337797,0.25931160936484,0.790667282596444,0.74378397337797,0,0,0
10,"ivw",0.425105814200431,0.171171102578089,0.0130093253564184,0.425105814200431,0.171171102578089,0.0130093253564184,0,0,0
10,"egger",0.253963050147784,0.266080992709892,0.342727211300408,0.253963050147784,0.266080992709892,0.342727211300408,0,0,0
10,"weighted_median",0.238874160286797,0.138043014058182,0.0835529766241001,0.238874160286797,0.138043014058182,0.0835529766241001,0,0,0
10,"simple_mode",0.447632084849757,1.13514662486067,0.694367427557819,0.447632084849757,1.13514662486067,0.694367427557819,0,0,0
10,"weighted_mode",0.173847675520491,1.11353500570809,0.876325048846217,0.173847675520491,1.11353500570809,0.876325048846217,0,0,0
11,"ivw",0.40707033772227,0.14333340297172,0.00451101069812956,0.40707033772227,0.14333340297172,0.00451101069812956,0,0,0
11,"egger",0.128575334684142,0.224416112730212,0.568297134502181,0.128575334684142,0.224416112730212,0.568297134502181,0,0,0
11,"weighted_median",0.112629364557213,0.125929330673679,0.371115679856071,0.112629364557213,0.125929330673679,0.371115679856071,0,0,0
11,"simple_mode",0.114148240753658,0.943494200749543,0.904002875520186,0.114148240753658,0.943494200749543,0.904002875520186,0,0,0
11,"weighted_mode",0.114148240753658,0.911302086226316,0.900629346595123,0.114148240753658,0.911302086226316,0.900629346595123,0,0,0
12,"ivw",-0.421965597761434,0.142748917478825,0.00311658522993807,-0.421965597761434,0.142748917478825,0.00311658522993807,0,0,0
12,"egger",-0.373476200915811,0.215171142131602,0.0864641268841753,-0.373476200915811,0.215171142131602,0.0864641268841753,0,0,0
12,"weighted_median",-0.149974427639405,0.107148020180156,0.161605008544303,-0.149974427639405,0.107148020180156,0.161605008544303,0,0,0
12,"simple_mode",-0.245066242303235,0.616048304789792,0.691821429692634,-0.245066242303235,0.616048304789792,0.691821429692634,0,0,0
12,"weighted_mode",-0.0478924409038466,0.601047864186617,0.936687047917897,-0.0478924409038466,0.601047864186617,0.936687047917897,0,0,0
13,"ivw",-0.253348983931429,0.185767810594477,0.172632479625545,-0.253348983931429,0.185767810594477,0.172632479625545,0,0,0
13,"egger",-0.0672478844603745,0.269740656856488,0.803763305781884,-0.0672478844603745,0.269740656856488,0.803763305781884,0,0,0
13,"weighted_median",-0.156784215000442,0.140417064380538,0.264182083300728,-0.156784215000442,0.140417064380538,0.264182083300728,0,0,0
13,"simple_mode",-0.433288711443688,0.939125871845398,0.645766551034156,-0.433288711443688,0.939125871845398,0.645766551034156,0,0,0
13,"weighted_mode",-0.233449159159471,0.90303455913957,0.796664235420774,-0.233449159159471,0.90303455913957,0.796664235420774,0,0,0
14,"ivw",0.0451700012949854,0.164724258537592,0.783918754217345,0.0451700012949854,0.164724258537592,0.783918754217345,0,0,0
14,"egger",-0.285775452366928,0.237890650430239,0.233183515746889,-0.285775452366928,0.237890650430239,0.233183515746889,0,0,0
14,"weighted_median",-0.130640981730184,0.129280025877719,0.312242777707765,-0.130640981730184,0.129280025877719,0.312242777707765,0,0,0
14,"simple_mode",0.337581082318094,1.18683549608924,0.77680066558979,0.337581082318094,1.18683549608924,0.77680066558979,0,0,0
14,"weighted_mode",-0.286600806194557,1.16244098001869,0.805879611500109,-0.286600806194557,1.16244098001869,0.805879611500109,0,0,0
15,"ivw",-0.0241873277542355,0.164966117512102,0.883431987606408,-0.0241873277542355,0.164966117512102,0.883431987606408,0,0,0
15,"egger",0.0271443488055992,0.232348163328065,0.907290586743322,0.0271443488055992,0.232348163328065,0.907290586743322,0,0,0
15,"weighted_median",0.101531900208495,0.153682049874746,0.508829057695064,0.101531900208495,0.153682049874746,0.508829057695064,0,0,0
15,"simple_mode",0.0591926112454206,1.39440187990289,0.96624429427693,0.0591926112454206,1.39440187990289,0.96624429427693,0,0,0
15,"weighted_mode",0.0591926112454206,1.37443370866933,0.965754186265526,0.0591926112454206,1.37443370866933,0.965754186265526,0,0,0
16,"ivw",0.117939914607869,0.172363259311205,0.493816015857778,0.117939914607869,0.172363259311205,0.493816015857778,0,0,0
16,"egger",0.00524419914776251,0.247599991407738,0.983154705752808,0.00524419914776251,0.247599991407738,0.983154705752808,0,0,0
16,"weighted_median",-0.132966230040792,0.133604184247712,0.31962682433451,-0.132966230040792,0.133604184247712,0.31962682433451,0,0,0
16,"simple_mode",0.325785300324527,0.980127741119559,0.74045296007583,0.325785300324527,0.980127741119559,0.74045296007583,0,0,0
16,"weighted_mode",0.0894279483597377,0.93154715320397,0.92375818181293,0.0894279483597377,0.93154715320397,0.92375818181293,0,0,0
17,"ivw",0.212895420808634,0.164535031680019,0.195692525036275,0.212895420808634,0.164535031680019,0.195692525036275,0,0,0
17,"egger",0.0309224389729939,0.240872878728685,0.898173136022704,0.0309224389729939,0.240872878728685,0.898173136022704,0,0,0
17,"weighted_median",0.267733250746986,0.133604157717699,0.0450776628611229,0.267733250746986,0.133604157717699,0.0450776628611229,0,0,0
17,"simple_mode",0.281662949219082,1.3415894187706,0.834236065021869,0.281662949219082,1.3415894187706,0.834236065021869,0,0,0
17,"weighted_mode",0.281662949219082,1.33348091542772,0.833243137015996,0.281662949219082,1.33348091542772,0.833243137015996,0,0,0
18,"ivw",-0.628017272726355,0.156607409118113,6.06833521258102e-05,-0.628017272726355,0.156607409118113,6.06833521258102e-05,0,0,0
18,"egger",-1.06371736432259,0.212248825386406,3.17043976034061e-06,-1.06371736432259,0.212248825386406,3.17043976034061e-06,0,0,0
18,"weighted_median",-0.611261826258888,0.160447423221369,0.000139117005982505,-0.611261826258888,0.160447423221369,0.000139117005982505,0,0,0
18,"simple_mode",-0.455143087969642,0.781731416564284,0.562032684595918,-0.455143087969642,0.781731416564284,0.562032684595918,0,0,0
18,"weighted_mode",-0.650226486045491,0.751810891103193,0.389658675855749,-0.650226486045491,0.751810891103193,0.389658675855749,0,0,0
19,"ivw",0.131301312206847,0.153598405696111,0.39264243026082,0.131301312206847,0.153598405696111,0.39264243026082,0,0,0
19,"egger",0.0361268621557295,0.226155007004213,0.873485527477701,0.0361268621557295,0.226155007004213,0.873485527477701,0,0,0
19,"weighted_median",0.318273778578958,0.125722866083265,0.01135594789323,0.318273778578958,0.125722866083265,0.01135594789323,0,0,0
19,"simple_mode",0.0684368488149575,0.95097459151836,0.942807192244655,0.0684368488149575,0.95097459151836,0.942807192244655,0,0,0
19,"weighted_mode",0.260767847686601,0.92389283344042,0.778472510308376,0.260767847686601,0.92389283344042,0.778472510308376,0,0,0
20,"ivw",-0.0419119195338013,0.191534646666929,0.826789013349523,-0.0419119195338013,0.191534646666929,0.826789013349523,0,0,0
20,"egger",-0.455331046474579,0.290275545243697,0.120684426100189,-0.455331046474579,0.290275545243697,0.120684426100189,0,0,0
20,"weighted_median",0.090589352031156,0.160422034237255,0.572281950640048,0.090589352031156,0.160422034237255,0.572281950640048,0,0,0
20,"simple_mode",-0.0732953184948724,1.25859573607412,0.953704240649,-0.0732953184948724,1.25859573607412,0.953704240649,0,0,0
20,"weighted_mode",-0.0732953184948724,1.25922175651913,0.953727230217429,-0.0732953184948724,1.25922175651913,0.953727230217429,0,0,0
21,"ivw",0.0620811595554393,0.15688947605041,0.692326384271241,0.0620811595554393,0.15688947605041,0.692326384271241,0,0,0
21,"egger",0.543761277242091,0.216500655018529,0.0140317029059588,0.543761277242091,0.216500655018529,0.0140317029059588,0,0,0
21,"weighted_median",0.11190035257595,0.125949245367374,0.374295557252271,0.11190035257595,0.125949245367374,0.374295557252271,0,0,0
21,"simple_mode",0.105314722449321,0.830709904614885,0.89943126019754,0.105314722449321,0.830709904614885,0.89943126019754,0,0,0
21,"weighted_mode",0.288668921813632,0.827753800176261,0.728191130443324,0.288668921813632,0.827753800176261,0.728191130443324,0,0,0
22,"ivw",0.201219270616461,0.15287345834276,0.188091066210887,0.201219270616461,0.15287345834276,0.188091066210887,0,0,0
22,"egger",0.439466362829608,0.214556160677556,0.0438147226971686,0.439466362829608,0.214556160677556,0.0438147226971686,0,0,0
22,"weighted_median",0.306533052573765,0.0856709226751095,0.000346194942610932,0.306533052573765,0.0856709226751095,0.000346194942610932,0,0,0
22,"simple_mode",0.457243119042153,1.31423535526385,0.728806017124349,0.457243119042153,1.31423535526385,0.728806017124349,0,0,0
22,"weighted_mode",0.145271590017574,1.29842856636312,0.911193270415653,0.145271590017574,1.29842856636312,0.911193270415653,0,0,0
23,"ivw",-0.33594104883451,0.200061441252294,0.0931151397574298,-0.33594104883451,0.200061441252294,0.0931151397574298,0,0,0
23,"egger",-0.3206338238778,0.300933397654485,0.289870968618668,-0.3206338238778,0.300933397654485,0.289870968618668,0,0,0
23,"weighted_median",-0.379631307980284,0.13726728705382,0.00568119642420212,-0.379631307980284,0.13726728705382,0.00568119642420212,0,0,0
23,"simple_mode",-0.525025456312815,1.6156680768617,0.746050124852651,-0.525025456312815,1.6156680768617,0.746050124852651,0,0,0
23,"weighted_mode",-0.0375035016376719,1.60331489001455,0.9813957322089,-0.0375035016376719,1.60331489001455,0.9813957322089,0,0,0
24,"ivw",-0.383831280981905,0.196251345286892,0.0504869775751037,-0.383831280981905,0.196251345286892,0.0504869775751037,0,0,0
24,"egger",-0.14213054917301,0.29584771388796,0.632241367380074,-0.14213054917301,0.29584771388796,0.632241367380074,0,0,0
24,"weighted_median",-0.285919416534274,0.126525468596982,0.0238350588954013,-0.285919416534274,0.126525468596982,0.0238350588954013,0,0,0
24,"simple_mode",-0.237953558566444,1.11273452803933,0.831204720893306,-0.237953558566444,1.11273452803933,0.831204720893306,0,0,0
24,"weighted_mode",-0.237953558566444,1.09683934254763,0.828796886002123,-0.237953558566444,1.09683934254763,0.828796886002123,0,0,0
25,"ivw",0.196315430921844,0.186211460484885,0.291763560952011,0.196315430921844,0.186211460484885,0.291763560952011,0,0,0
25,"egger",0.540086564549662,0.265605592157355,0.0453262327845591,0.540086564549662,0.265605592157355,0.0453262327845591,0,0,0
25,"weighted_median",0.0546183936573421,0.155474193968172,0.725361802540132,0.0546183936573421,0.155474193968172,0.725361802540132,0,0,0
25,"simple_mode",0.0914871445658109,1.91235219189312,0.961961428627504,0.0914871445658109,1.91235219189312,0.961961428627504,0,0,0
25,"weighted_mode",0.0914871445658109,1.89907989488146,0.961695791913772,0.0914871445658109,1.89907989488146,0.961695791913772,0,0,0
26,"ivw",0.130419924052934,0.113505158349854,0.250546909174014,0.130419924052934,0.113505158349854,0.250546909174014,0,0,0
26,"egger",0.0542136788897377,0.163715771982937,0.741400707671708,0.0542136788897377,0.163715771982937,0.741400707671708,0,0,0
26,"weighted_median",0.346030566487003,0.114943388052123,0.00260866543225517,0.346030566487003,0.114943388052123,0.00260866543225517,0,0,0
26,"simple_mode",0.173734907928043,3.44391927595126,0.959890489636057,0.173734907928043,3.44391927595126,0.959890489636057,0,0,0
26,"weighted_mode",0.173734907928043,3.50147793904598,0.960549273307834,0.173734907928043,3.50147793904598,0.960549273307834,0,0,0
27,"ivw",-0.373406248201943,0.129049911669303,0.00380971200040564,-0.373406248201943,0.129049911669303,0.00380971200040564,0,0,0
27,"egger",-0.157438558567826,0.192968492512928,0.416993109266276,-0.157438558567826,0.192968492512928,0.416993109266276,0,0,0
27,"weighted_median",-0.242861217386189,0.139797897932225,0.0823464362559838,-0.242861217386189,0.139797897932225,0.0823464362559838,0,0,0
27,"simple_mode",-0.326309143587028,14.770238967953,0.982428629369121,-0.326309143587028,14.770238967953,0.982428629369121,0,0,0
27,"weighted_mode",-0.326309143587028,14.7172513347198,0.982365376309339,-0.326309143587028,14.7172513347198,0.982365376309339,0,0,0
28,"ivw",-0.00294866923634138,0.12376722926736,0.980992746407193,-0.00294866923634138,0.12376722926736,0.980992746407193,0,0,0
28,"egger",-0.12996120910148,0.175957229831135,0.462314083223922,-0.12996120910148,0.175957229831135,0.462314083223922,0,0,0
28,"weighted_median",-0.264330468201888,0.138920237797688,0.057073187688863,-0.264330468201888,0.138920237797688,0.057073187688863,0,0,0
28,"simple_mode",0.462985963454986,9.16806635289271,0.959848394091509,0.462985963454986,9.16806635289271,0.959848394091509,0,0,0
28,"weighted_mode",-0.106420475986654,9.11562852009104,0.990714008709062,-0.106420475986654,9.11562852009104,0.990714008709062,0,0,0
29,"ivw",0.207479581290008,0.153399294730086,0.176200757915043,0.207479581290008,0.153399294730086,0.176200757915043,0,0,0
29,"egger",0.66913062382605,0.207031841713084,0.00178591390661907,0.66913062382605,0.207031841713084,0.00178591390661907,0,0,0
29,"weighted_median",0.642472015729989,0.125644882008722,3.16418281247609e-07,0.642472015729989,0.125644882008722,3.16418281247609e-07,0,0,0
29,"simple_mode",0.637662321633739,19.375675862157,0.973826957101394,0.637662321633739,19.375675862157,0.973826957101394,0,0,0
29,"weighted_mode",0.637662321633739,19.5431049066967,0.974051105041312,0.637662321633739,19.5431049066967,0.974051105041312,0,0,0
30,"ivw",-0.154851681356376,0.158377226508947,0.328203145595804,-0.154851681356376,0.158377226508947,0.328203145595804,0,0,0
30,"egger",-0.307424519951193,0.231622479179857,0.188196350815601,-0.307424519951193,0.231622479179857,0.188196350815601,0,0,0
30,"weighted_median",-0.0290192112060239,0.142271835441394,0.838376805654404,-0.0290192112060239,0.142271835441394,0.838376805654404,0,0,0
30,"simple_mode",-0.40294856450049,7.04702996683811,0.954542698412843,-0.40294856450049,7.04702996683811,0.954542698412843,0,0,0
30,"weighted_mode",-0.0401082757837649,7.02565963595679,0.995459076571772,-0.0401082757837649,7.02565963595679,0.995459076571772,0,0,0
31,"ivw",-0.220898659105675,0.174351731957015,0.205165514047503,-0.220898659105675,0.174351731957015,0.205165514047503,0,0,0
31,"egger",-0.493286201296495,0.274937948944846,0.0765635558718895,-0.493286201296495,0.274937948944846,0.0765635558718895,0,0,0
31,"weighted_median",-0.157199805180629,0.138070289830196,0.25489126574204,-0.157199805180629,0.138070289830196,0.25489126574204,0,0,0
31,"simple_mode",-0.0834263681319095,11.9726605865083,0.994457460597003,-0.0834263681319095,11.9726605865083,0.994457460597003,0,0,0
31,"weighted_mode",-0.0834263681319095,11.959347839133,0.994451290928144,-0.0834263681319095,11.959347839133,0.994451290928144,0,0,0
32,"ivw",-0.0431270922410888,0.145891608409637,0.767527549114287,-0.0431270922410888,0.145891608409637,0.767527549114287,0,0,0
32,"egger",-0.178420669749662,0.218592683720387,0.416795635649025,-0.178420669749662,0.218592683720387,0.416795635649025,0,0,0
32,"weighted_median",-0.0474424705659071,0.12376210774163,0.701470654593369,-0.0474424705659071,0.12376210774163,0.701470654593369,0,0,0
32,"simple_mode",0.0420054247492229,10.8220419548183,0.996912586891247,0.0420054247492229,10.8220419548183,0.996912586891247,0,0,0
32,"weighted_mode",0.0420054247492229,10.8209490441464,0.996912275065587,0.0420054247492229,10.8209490441464,0.996912275065587,0,0,0
33,"ivw",-0.393705014231741,0.134397439687984,0.00339607684898928,-0.393705014231741,0.134397439687984,0.00339607684898928,0,0,0
33,"egger",-0.729610715794397,0.177875151595228,9.79111653003531e-05,-0.729610715794397,0.177875151595228,9.79111653003531e-05,0,0,0
33,"weighted_median",-0.265084928204868,0.156702142674218,0.0907130332031207,-0.265084928204868,0.156702142674218,0.0907130332031207,0,0,0
33,"simple_mode",-0.309986133396586,19.5913789029868,0.987414844130358,-0.309986133396586,19.5913789029868,0.987414844130358,0,0,0
33,"weighted_mode",-0.309986133396586,19.5498766616582,0.987388129490654,-0.309986133396586,19.5498766616582,0.987388129490654,0,0,0
34,"ivw",-0.00196830480378361,0.204576146568088,0.99232336804443,-0.00196830480378361,0.204576146568088,0.99232336804443,0,0,0
34,"egger",-0.342788230086599,0.299648532725325,0.256048483145708,-0.342788230086599,0.299648532725325,0.256048483145708,0,0,0
34,"weighted_median",-0.208706022755931,0.154213523173553,0.175941459172842,-0.208706022755931,0.154213523173553,0.175941459172842,0,0,0
34,"simple_mode",0.522936691517552,23.1205241041919,0.982010726009081,0.522936691517552,23.1205241041919,0.982010726009081,0,0,0
34,"weighted_mode",-0.669490727210487,23.2199868529513,0.977069086010909,-0.669490727210487,23.2199868529513,0.977069086010909,0,0,0
35,"ivw",0.080784093785741,0.163749827101064,0.621773430512606,0.080784093785741,0.163749827101064,0.621773430512606,0,0,0
35,"egger",0.0211155120140191,0.244836706859047,0.931488543551528,0.0211155120140191,0.244836706859047,0.931488543551528,0,0,0
35,"weighted_median",0.131401209536703,0.129267147033486,0.309387096410692,0.131401209536703,0.129267147033486,0.309387096410692,0,0,0
35,"simple_mode",0.0685409904715146,24.1084363439359,0.997738584206235,0.0685409904715146,24.1084363439359,0.997738584206235,0,0,0
35,"weighted_mode",0.0685409904715146,24.2808594883217,0.997754642919885,0.0685409904715146,24.2808594883217,0.997754642919885,0,0,0
36,"ivw",0.169749079853175,0.156334665366263,0.277564938327535,0.169749079853175,0.156334665366263,0.277564938327535,0,0,0
36,"egger",-0.0570568650380538,0.233270070525253,0.807395736040644,-0.0570568650380538,0.233270070525253,0.807395736040644,0,0,0
36,"weighted_median",0.0374792013551898,0.135052714250591,0.781384420399945,0.0374792013551898,0.135052714250591,0.781384420399945,0,0,0
36,"simple_mode",0.18855359227233,14.8830717853249,0.989923025630832,0.18855359227233,14.8830717853249,0.989923025630832,0,0,0
36,"weighted_mode",0.18855359227233,14.8420487990779,0.989895174684888,0.18855359227233,14.8420487990779,0.989895174684888,0,0,0
37,"ivw",-0.415188524533478,0.176501772837952,0.0186567527690992,-0.415188524533478,0.176501772837952,0.0186567527690992,0,0,0
37,"egger",-0.571449183055632,0.274078778449051,0.0402600505082504,-0.571449183055632,0.274078778449051,0.0402600505082504,0,0,0
37,"weighted_median",-0.167318362772528,0.153086044432106,0.274407233414804,-0.167318362772528,0.153086044432106,0.274407233414804,0,0,0
37,"simple_mode",0.0343636015279429,2.82633107804522,0.990329153525493,0.0343636015279429,2.82633107804522,0.990329153525493,0,0,0
37,"weighted_mode",0.0343636015279429,2.83623031990842,0.990362905825897,0.0343636015279429,2.83623031990842,0.990362905825897,0,0,0
38,"ivw",-0.0438613460521003,0.149052356962561,0.768553086704507,-0.0438613460521003,0.149052356962561,0.768553086704507,0,0,0
38,"egger",-0.343300193492797,0.213685775228842,0.112089894824119,-0.343300193492797,0.213685775228842,0.112089894824119,0,0,0
38,"weighted_median",-0.0343667506961198,0.132894197476627,0.79594207610459,-0.0343667506961198,0.132894197476627,0.79594207610459,0,0,0
38,"simple_mode",0.387810378940628,14.2525025444611,0.978359179057959,0.387810378940628,14.2525025444611,0.978359179057959,0,0,0
38,"weighted_mode",-0.274246822636299,14.3142046218957,0.984761326390024,-0.274246822636299,14.3142046218957,0.984761326390024,0,0,0
39,"ivw",0.101533416802804,0.186585567109252,0.586327633229323,0.101533416802804,0.186585567109252,0.586327633229323,0,0,0
39,"egger",-0.12048869458824,0.281262750118639,0.669522161746356,-0.12048869458824,0.281262750118639,0.669522161746356,0,0,0
39,"weighted_median",-0.0891287231251398,0.150900813041187,0.554758695793919,-0.0891287231251398,0.150900813041187,0.554758695793919,0,0,0
39,"simple_mode",-0.369861895151505,19.2899365439344,0.984749589498168,-0.369861895151505,19.2899365439344,0.984749589498168,0,0,0
39,"weighted_mode",-0.369861895151505,19.5659256935289,0.984964679586882,-0.369861895151505,19.5659256935289,0.984964679586882,0,0,0
40,"ivw",0.228189846331631,0.199039245586496,0.251606296595262,0.228189846331631,0.199039245586496,0.251606296595262,0,0,0
40,"egger",0.574760107875635,0.295855480681936,0.0555700532468344,0.574760107875635,0.295855480681936,0.0555700532468344,0,0,0
40,"weighted_median",0.152591992607966,0.1363139343803,0.262962728763117,0.152591992607966,0.1363139343803,0.262962728763117,0,0,0
40,"simple_mode",0.0915781534505149,12.9307636937659,0.994366689205486,0.0915781534505149,12.9307636937659,0.994366689205486,0,0,0
40,"weighted_mode",0.0915781534505149,12.9307636937659,0.994366689205486,0.0915781534505149,12.9307636937659,0.994366689205486,0,0,0
41,"ivw",-0.191761539670583,0.172413471888729,0.266043999640656,-0.191761539670583,0.172413471888729,0.266043999640656,0,0,0
41,"egger",-0.403923411237893,0.255023104771974,0.117168768210081,-0.403923411237893,0.255023104771974,0.117168768210081,0,0,0
41,"weighted_median",-0.338335455409307,0.147154846658218,0.0214947298321236,-0.338335455409307,0.147154846658218,0.0214947298321236,0,0,0
41,"simple_mode",-0.328852378039156,28.4853376623376,0.990817318327794,-0.328852378039156,28.4853376623376,0.990817318327794,0,0,0
41,"weighted_mode",-0.328852378039156,28.485317324042,0.990817311771725,-0.328852378039156,28.485317324042,0.990817311771725,0,0,0
42,"ivw",0.435887818276592,0.1416216245784,0.00208511192931016,0.435887818276592,0.1416216245784,0.00208511192931016,0,0,0
42,"egger",0.28187228382362,0.216684616352035,0.197047324644462,0.28187228382362,0.216684616352035,0.197047324644462,0,0,0
42,"weighted_median",0.260983276537962,0.122065342284545,0.0325117071078593,0.260983276537962,0.122065342284545,0.0325117071078593,0,0,0
42,"simple_mode",0.520828519760026,22.3360850813386,0.981454115847464,0.520828519760026,22.3360850813386,0.981454115847464,0,0,0
42,"weighted_mode",0.520828519760026,22.2867220772616,0.981413046010619,0.520828519760026,22.2867220772616,0.981413046010619,0,0,0
43,"ivw",-0.0888130588127386,0.1581497955925,0.574405241116617,-0.0888130588127386,0.1581497955925,0.574405241116617,0,0,0
43,"egger",0.0884193141406788,0.218645285415426,0.687000566981109,0.0884193141406788,0.218645285415426,0.687000566981109,0,0,0
43,"weighted_median",0.16076591035743,0.114045503205223,0.158638737831713,0.16076591035743,0.114045503205223,0.158638737831713,0,0,0
43,"simple_mode",-0.133084213773355,28.0376984689849,0.996224432735448,-0.133084213773355,28.0376984689849,0.996224432735448,0,0,0
43,"weighted_mode",-0.133084213773355,28.0960045630043,0.99623226790329,-0.133084213773355,28.0960045630043,0.99623226790329,0,0,0
44,"ivw",-0.0114841731925881,0.128299143161094,0.928675882620472,-0.0114841731925881,0.128299143161094,0.928675882620472,0,0,0
